Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/generate,281,0,840.0,920.981785049662,54.33959991205484,3584.08259996213,108.74733096085409,6.768364138306426,0.0,840,1400,1600,1700,1900,2000,2100,2400,3600,3600,3600
,Aggregated,281,0,840.0,920.981785049662,54.33959991205484,3584.08259996213,108.74733096085409,6.768364138306426,0.0,840,1400,1600,1700,1900,2000,2100,2400,3600,3600,3600
