Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/generate,1044,0,900.0,920.8777294079622,54.132599965669215,4027.57609996479,108.69731800766283,25.166639890894395,0.0,900,1300,1500,1600,1900,2000,2100,2500,3700,4000,4000
,Aggregated,1044,0,900.0,920.8777294079622,54.132599965669215,4027.57609996479,108.69731800766283,25.166639890894395,0.0,900,1300,1500,1600,1900,2000,2100,2500,3700,4000,4000
