Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/generate,1908,0,820.0,873.7761551361488,53.558000014163554,3145.943499985151,108.3909853249476,46.09658804474709,0.0,820,1200,1500,1600,1800,2000,2000,2000,2200,3100,3100
,Aggregated,1908,0,820.0,873.7761551361488,53.558000014163554,3145.943499985151,108.3909853249476,46.09658804474709,0.0,820,1200,1500,1600,1800,2000,2000,2000,2200,3100,3100
