Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/generate,1918,0,830.0,877.6892964041459,53.808400058187544,3679.641199996695,108.46246089676747,46.04163805354693,0.0,830,1200,1500,1600,1800,2000,2000,2100,2700,3700,3700
,Aggregated,1918,0,830.0,877.6892964041459,53.808400058187544,3679.641199996695,108.46246089676747,46.04163805354693,0.0,830,1200,1500,1600,1800,2000,2000,2100,2700,3700,3700
