Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1769370080,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1769370081,10,,Aggregated,0.000000,0.000000,670,670,930,930,930,930,930,930,930,930,930,3,0,670.0,581.18786662817,151.16909996140748,925.6474999710917,107.0
1769370082,30,,Aggregated,0.000000,0.000000,930,1100,1200,1300,1700,2000,2000,2000,2000,2000,2000,14,0,920.0,960.2670142942641,151.16909996140748,1971.740800072439,105.35714285714286
1769370083,40,,Aggregated,1.000000,0.000000,830,1100,1200,1300,1700,1900,2000,2000,2000,2000,2000,23,0,830.0,895.3920956498579,56.91319995094091,1971.740800072439,105.73913043478261
1769370084,50,,Aggregated,4.500000,0.000000,810,1100,1300,1700,1900,2000,2800,2800,2800,2800,2800,40,0,760.0,854.2973324976629,56.91319995094091,2776.0070000076666,107.7
1769370085,50,,Aggregated,5.666667,0.000000,830,1300,1600,1700,2000,3400,3800,4100,4100,4100,4100,60,0,820.0,1031.8367433268577,56.91319995094091,4076.7645000014454,107.83333333333333
1769370086,50,,Aggregated,7.750000,0.000000,820,1300,1500,1700,1900,2800,3800,4100,4100,4100,4100,80,0,820.0,977.2936337467399,56.90650001633912,4076.7645000014454,108.25
1769370087,50,,Aggregated,10.400000,0.000000,820,1300,1400,1700,2000,2000,3800,4100,4100,4100,4100,98,0,820.0,959.789282654184,55.375900003127754,4076.7645000014454,108.33673469387755
1769370088,50,,Aggregated,11.500000,0.000000,820,1200,1400,1500,1900,2000,3400,3800,4100,4100,4100,118,0,810.0,916.5797474620454,55.375900003127754,4076.7645000014454,108.59322033898304
1769370089,50,,Aggregated,12.714286,0.000000,810,1200,1400,1500,1900,2000,3400,3800,4100,4100,4100,134,0,760.0,900.2929522426549,55.375900003127754,4076.7645000014454,108.68656716417911
1769370090,50,,Aggregated,13.000000,0.000000,820,1200,1400,1500,1900,2000,2800,3800,4100,4100,4100,153,0,820.0,911.0320424874088,53.80300001706928,4076.7645000014454,108.7843137254902
1769370091,50,,Aggregated,13.777778,0.000000,810,1200,1400,1600,1900,2000,2800,3800,4100,4100,4100,168,0,780.0,910.0640892900715,53.80300001706928,4076.7645000014454,108.68452380952381
1769370092,50,,Aggregated,14.400000,0.000000,820,1300,1400,1700,1900,2000,2800,3800,4100,4100,4100,184,0,820.0,927.6425152221118,53.80300001706928,4076.7645000014454,108.57065217391305
1769370093,50,,Aggregated,15.600000,0.000000,830,1300,1400,1600,1900,2000,2000,3400,4100,4100,4100,204,0,820.0,925.79310931957,53.80300001706928,4076.7645000014454,108.59803921568627
1769370094,50,,Aggregated,16.500000,0.000000,830,1300,1400,1600,1900,2000,2000,3400,4100,4100,4100,225,0,830.0,916.5934773363794,53.80300001706928,4076.7645000014454,108.62666666666667
1769370095,50,,Aggregated,17.500000,0.000000,830,1300,1400,1600,1900,2000,2100,3400,4100,4100,4100,241,0,830.0,916.0751954384758,53.80300001706928,4076.7645000014454,108.72614107883817
1769370096,50,,Aggregated,18.000000,0.000000,820,1300,1400,1700,1900,2000,2000,3400,4100,4100,4100,257,0,820.0,911.4263202362705,53.80300001706928,4076.7645000014454,108.70428015564202
1769370097,50,,Aggregated,17.900000,0.000000,820,1200,1400,1600,1900,2000,2000,3400,4100,4100,4100,275,0,820.0,901.8705585480413,53.80300001706928,4076.7645000014454,108.67272727272727
