Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/generate,1027,0,860.0,906.945004575671,54.59870002232492,3948.3504000818357,108.4634858812074,25.46965245129347,0.0,860,1300,1500,1600,1900,2000,2000,2100,3900,3900,3900
,Aggregated,1027,0,860.0,906.945004575671,54.59870002232492,3948.3504000818357,108.4634858812074,25.46965245129347,0.0,860,1300,1500,1600,1900,2000,2000,2100,3900,3900,3900
